topic,app,baseline,prioAN,prioRT,prioTS,prioVS,prioRTVS,prioRTVSTSAN,dropVS1,dropVS2,dropVS2AN2,,planner output
topic1,app1,0.899799930313518,0.446917290375303,1.22472885632961,0.985009126629657,1.1365115666357,1.6223602819738,0.036430195335812,0.886607461893623,0.910483656813841,0.927155532461721,,1.89071204547881
topic1,app3,0.897885355176796,0.449673827596831,1.22657678693756,0.984763374950011,1.13146475748447,1.63412193966247,0.036374214742437,0.898990510874175,0.898316233062921,0.939767124344674,,1.87256172784909
topic1,app5,0.889929123982164,1.15128576970852,0.449387041408651,0.991217188226403,1.13360965136868,0.456863775061175,0.008906403583976,0.897614616543859,0.908861333646625,0.909945982999147,,0.45642444553132
topic1,app7,0.899447165985782,1.14243398940441,0.450930723545889,0.98592840654162,1.15720348417718,0.464982341437962,0.008925063781776,0.870096729917689,0.891826940395769,0.922498761726193,,0.456836952750238
topic10,app11,0.69271464748115,0.735296181817201,0.773158012498699,0.398238791596063,0.854922552688564,0.944004579278553,0.016249352226055,0.684318823773316,0.682253868556001,0.661774096459664,,0.780336803354323
topic10,app9,0.699697814517125,0.725647479315942,0.756850232067749,0.397168217037608,0.855880034431127,0.972802875684245,0.015790230641821,0.671832085974484,0.679452279774004,0.658909915901726,,0.795984395308324
topic11,app12,0.79823955229504,0.850371466829037,0.977476487692823,0.357330797283336,1.0841735232308,1.37560183416087,0.024455461029979,0.78974566303907,0.792564782113604,0.77626673900713,,1.2130883396081
topic11,app15,0.799657539567181,0.850560272588393,0.975062012493093,0.928615781187225,0.391427629980255,0.675363494714407,0.013657777169306,0.791999867408999,0.793717639155577,0.770457238469246,,0.67758222875979
topic11,app8,0.797767845474237,0.849676238144604,0.363828077207092,0.927725167592076,1.08179227126393,0.362981033418796,0.007257665581988,0.788891933006133,0.794662618386053,0.774631825008059,,0.363264319319854
topic12,app10,0.795012162284755,0.923257488062644,0.873819539031373,0.431054463079878,0.984248350651271,1.1470346005344,0.017232271140016,0.798903343564998,0.805499602734932,0.798469240084483,,0.864995489348298
topic12,app2,0.794704450499444,0.355161452837165,0.881449918300415,1.02484313460544,0.979860367444142,1.15862848505089,0.032378280224822,0.793686859475486,0.801037505722738,0.805125942757918,,1.56776105781402
topic12,app9,0.800530865693863,0.926373829429328,0.882455785340442,0.429823960784606,0.980071889120023,1.14865038611585,0.017264717603349,0.802078594749639,0.791440623853004,0.798131413659146,,0.855915586201504
topic13,app10,0.792550156422859,0.841879633020924,0.890960804407042,0.508655546601214,0.97803663055908,1.1334761102595,0.019736512383301,0.789247034874837,0.79321313944428,0.79538792439045,,0.977936206637578
topic13,app11,0.795406304424481,0.84572337962661,0.891590145470091,0.508419018746528,0.978751313901109,1.14312420749444,0.019426816238242,0.791318321925384,0.790489585638729,0.793181493259649,,0.967955898528537
topic13,app12,0.79606458405916,0.839634951111796,0.898957789732698,0.505507699982691,0.978420738396801,1.13804693748009,0.019644256688761,0.793398120399228,0.796065404670948,0.792334453667901,,0.969013851566962
topic14,app1,0.907345168425868,0.363550663613331,1.11119165644322,0.9553093178452,1.33851901429479,1.72970380578086,0.038592122755461,0.900869236478073,0.896151040198015,0.896565563109983,,1.92781446796875
topic14,app13,0.901249601474765,1.05414113801392,1.10960129344229,0.961921058337242,0.481615626047707,0.807528989299629,0.01593885116038,0.891418265226909,0.902925466258107,0.892021192771476,,0.803767658017193
topic14,app16,0.90565158967044,1.05772098312645,1.11573656196712,0.959975183760348,0.48491022093877,0.804963502944798,0.016118349179503,0.913338384573919,0.899910312758387,0.901451982118022,,0.798755122962692
topic14,app5,0.914439123261343,1.05587762825951,0.370749616103678,0.962932531767312,1.34888559216973,0.372559078876895,0.007445513850445,0.897346389319998,0.895215785864129,0.894896716949863,,0.369416981811608
topic15,app15,0.689110764772824,0.726841368153584,0.83507727457982,0.734986655397563,0.374012749255142,0.61878082161764,0.012702608064265,0.673775872900266,0.673533201078029,0.677524951069606,,0.613588348990261
topic15,app6,0.689221098787737,0.728555489147764,0.347561128700262,0.732477069766078,0.913154979299106,0.346723027018288,0.006933169384178,0.672235893158271,0.672895872162659,0.676159063644704,,0.344183585125227
topic16,app16,0.799843073342829,1.00801101752422,0.885912587415204,0.842998216620087,0.39147792721384,0.503020194452974,0.010136350127117,0.794983447191763,0.791320249840252,0.780566065144069,,0.498679382036171
topic16,app3,0.806504965073506,0.431804671408716,0.888826850530402,0.840642199252781,1.08005531958539,1.26688942519144,0.028466868388657,0.789954812221229,0.789640446596826,0.77973993154706,,1.39860351956458
topic16,app4,0.801613575569597,0.430847990304279,0.889844557659966,0.838749027232723,1.07642165465489,1.26738403298631,0.028153595592262,0.789828159446543,0.788030197307005,0.776232018095755,,1.39707094934813
topic17,app10,0.803322814090986,0.849904171985093,0.978321748437534,0.357333798064795,1.08277918449091,1.38204000543469,0.024423244066205,0.786846036307956,0.786439523872554,0.796344563265072,,1.19085398761782
topic17,app16,0.808167088729239,0.849744936690025,0.976810277074848,0.927094399555038,0.391386085505157,0.673733340447791,0.013540685465128,0.780051310660192,0.789204615528595,0.799097613448575,,0.675701326446163
topic17,app7,0.803728086338391,0.850439215237464,0.361928603659193,0.926642015661398,1.08469114999832,0.362472982723184,0.007295130965642,0.779869714398807,0.778637654943311,0.784723052684208,,0.360663081266115
topic18,app10,0,0,0,0,0,0,0.01042118462442,0,0,0,,0
topic18,app12,0,0,0,0,0,0,0.011042302636789,0,0,0,,0
topic19,app13,0.800346687879802,0.921214709227482,0.977116803003751,0.842599824236017,0.391668948687159,0.67110803483682,0.013605108436225,0.793804544114829,0.786182129870506,0.792584529652681,,0.674146151632815
topic19,app2,0.800459892090231,0.35635088303238,0.978143997026451,0.844961878799002,1.08584235380497,1.36638797251112,0.031006715713546,0.797076048581562,0.784388570405687,0.790876469635673,,1.55300614449201
topic19,app5,0.798322298744634,0.921152709021608,0.361836921019618,0.847046076926161,1.0836172691073,0.363482379726387,0.007250584754965,0.794425540562191,0.786779434059375,0.782156269808745,,0.361618287955101
topic2,app1,1.02127567638472,0.368708243185728,1.24041498693487,1.18335222193558,1.49619723570732,1.92298864657837,0.04612840775699,1.01238117286979,1.00647461230086,1.00206454614504,,2.34446463342661
topic2,app13,1.01924121438965,1.18167438550832,1.24615952259132,1.17702646752351,0.491739450418697,0.822718668123604,0.016693593663548,1.01230693947992,1.01400099228273,1.00005888526717,,0.830848150864997
topic2,app15,1.02126107222016,1.17538214342317,1.24842668642649,1.17842658647222,0.490863794836846,0.82525255033878,0.016751950207369,1.0150234780181,1.00753270586876,1.00404972476062,,0.828982073301314
topic2,app7,1.0206787467971,1.17880501131601,0.375231840002069,1.18332500757804,1.49844454573286,0.375554187294145,0.007553982554371,1.00837353860523,1.00292581585826,1.00529087705838,,0.376042628159571
topic2,app9,1.01926977627918,1.18117162833037,1.24142418428402,0.372008800780536,1.49902904488798,1.93093690087559,0.032334391647821,1.01234144668405,0.997194909140516,1.00117652222286,,1.60036163963351
topic20,app14,0.69254806377013,0.723118084362406,0.83091895036074,0.719585798567442,0.373395328870053,0.619677881801701,0.012237978225393,0.689449357023969,0.682948855612764,0.676125037510555,,0.611667833661251
topic20,app6,0.69290031819837,0.73069384202295,0.346271174884455,0.724237962527721,0.913700313207682,0.345842083958297,0.006942093217885,0.679759557287312,0.67738242749299,0.670892070982869,,0.343383523616011
topic21,app1,0.797517480377284,0.432614124580565,0.982953289539473,0.848568249892128,0.986474331553568,1.24979431343021,0.027847726702817,0.8281615392973,0.806623695834975,0.816534687699464,,1.24911735285016
topic21,app4,0.796676182760962,0.424590133138887,0.990626610898146,0.854771513177864,0.972626895342663,1.26616455750597,0.027333698002891,0.814507209439043,0.81822980243331,0.823274695092528,,1.29420591967775
topic21,app8,0.798863556565865,1.00968412998751,0.364535917251324,0.839590510448852,1.00316600950198,0.361007539865386,0.007050982218079,0.837503975516353,0.815105081425882,0.817983290350896,,0.363851652417113
topic22,app2,0.801626717709182,0.355637331651204,0.971470288737327,0.919141191347813,0.978954953148789,1.25968145319293,0.030787565668356,0.794750596851043,0.794970784417203,0.777466596990972,,1.55998390302379
topic22,app5,0.804657490331671,0.926258643997069,0.363119024760258,0.922324061717624,0.982745929129714,0.361821450048427,0.007297273919828,0.789228852360863,0.791239332387677,0.782431026646923,,0.360249344101867
topic22,app9,0.804560004942144,0.924221535011936,0.972445623124445,0.357979913929195,0.982587395161725,1.26936448994367,0.019583809360639,0.792602371555763,0.806007191425998,0.787833375922807,,0.971383267547233
topic23,app13,0.686038657821463,0.792322891240658,0.763957699806485,0.730066218427952,0.375645190289097,0.480508345092971,0.009686692368831,0.676552906082198,0.678586565315386,0.687783041149615,,0.483584172800614
topic23,app3,0.693700470134405,0.338359688281007,0.763400245543637,0.730668664490554,0.915920218656986,1.06125562808653,0.023186431350544,0.677952698215079,0.674431706790837,0.681109665556888,,1.18212057067927
topic24,app14,0.681454917470454,0.728299566425113,0.763482561710902,0.728049476524129,0.430781510758518,0.547929626350315,0.011079933488824,0.685246543086105,0.681260401944335,0.674031234278067,,0.549594288428721
topic24,app15,0.679990816235298,0.724014462915117,0.763928929379114,0.729103278366681,0.432367731116093,0.550495415275249,0.011110653448211,0.681188021641944,0.682999525879756,0.677704450737992,,0.547287453266719
topic25,app16,0.69144118410398,0.728576003481538,0.832466101806665,0.726553022436507,0.373797108319444,0.622240508823457,0.012298042217778,0.685987462110394,0.685176067238947,0.67134976431605,,0.60923991854519
topic25,app7,0.692531889661923,0.731045748863353,0.346883378651565,0.726570343784304,0.919016335527544,0.346043051126607,0.006907937282295,0.682056125586589,0.682511815004395,0.671317581009321,,0.344370452543413
topic26,app1,0.793393774830843,0.354569624785954,0.971441058284787,0.917594196542345,0.975984858497103,1.25888846374972,0.030825457880372,0.795367868847928,0.785167091161328,0.808566918903233,,1.57262625371198
topic26,app11,0.800861754556882,0.92325400990432,0.978112846810317,0.357073763750632,0.974829456355006,1.26043307281382,0.019550243816516,0.797791601568062,0.781248170344072,0.796273395953333,,0.970185513054867
topic26,app6,0.7946927110763,0.931798806350677,0.361904844914409,0.915117563121278,0.974771803423266,0.362220287906632,0.007264500508569,0.795279476478649,0.791365663914649,0.799757646729694,,0.360397922101074
topic27,app3,0,0,0,0,0,0,0,0,0,0,,0
topic27,app4,0,0,0,0,0,0,0,0,0,0,,0
topic28,app14,0.683988705763973,0.724517734582841,0.828538436355763,0.723333187590001,0.37373028033189,0.61883674997395,0.012478865234658,0.685309086337534,0.681052676035505,0.675883012024337,,0.61311330970826
topic28,app8,0.682636966875501,0.721420281440862,0.345572002846717,0.72660180104455,0.913665020398106,0.347524678436803,0.006886243980825,0.682333502527149,0.682404071402437,0.676205578335311,,0.345189900119305
topic29,app11,0.639336045677112,0,0,0,0,0.887126729342063,0.017785095665523,0,0.739296641491819,0.706427941624669,,0.661625010143747
topic29,app9,0.680096915240995,0,0,0,0,0.932245679307188,0.014004377329071,0,0.727854993893855,0.702326218901465,,0.6854487147227
topic3,app2,0,0,0,0,0,0,0.015082573615476,0,0,0,,0
topic3,app3,0,0,0,0,0,0,0.014167241807853,0,0,0,,0
topic30,app15,0.79560579233067,0.843282316579209,0.99021767957886,0.849545131642872,0.465014387292768,0.764379096193486,0.015307260854061,0.791866772765761,0.784808473000519,0.775751531170972,,0.761461472044002
topic30,app16,0.795678311281376,0.842177771821005,0.977656771427817,0.851039933357833,0.463784966864493,0.766969755459335,0.015278135511618,0.78644604444298,0.782443252765143,0.780080514457411,,0.757323460468562
topic30,app7,0.799003968703538,0.838173436872164,0.362065406633533,0.849600071242438,1.1754101435823,0.363454947843873,0.007220385483725,0.788848186541259,0.78215257713174,0.781252741976792,,0.361572391628409
topic4,app13,0.685429291056022,0.783401621835145,0.762110610653889,0.730568640883323,0.374175280329071,0.480698257514241,0.009703383872533,0.683271506053075,0.682162106089123,0.673118222919615,,0.479749841398932
topic4,app3,0.685355448901043,0.33814182474712,0.760513057547078,0.730912347454549,0.908753073926548,1.05463825600281,0.024344650800187,0.680960385876861,0.675334284934821,0.681439971024288,,1.17075102360029
topic5,app14,0.800610767598013,0.920918995354875,0.979052947127265,0.845584233394553,0.39071727828403,0.676743016187534,0.013689285681613,0.791932901790392,0.79273043381611,0.78501423491017,,0.669357427092889
topic5,app4,0.801177178115078,0.354419389700085,0.978338733072344,0.844300769023069,1.07451386742152,1.38448404179007,0.031277909731236,0.798723555881842,0.788304826282675,0.778086555075761,,1.53331773277786
topic5,app6,0.798727367058845,0.935567961300918,0.361912330723468,0.846870141779556,1.07262392402838,0.364845360227164,0.007253697315639,0.796152656045505,0.788708609967125,0.779995807247531,,0.361853897451424
topic6,app11,0,0,0,0,0,0,0.013505296779124,0.739547489072606,0.649900103958741,0.738505477630227,,0
topic6,app4,0,0,0,0,0,0,0.022887447808728,0.726759765289355,0.645069186086443,0.745019620008575,,0
topic7,app12,0.786838276610236,0.854384568865937,1.06041689123483,0.358521222287545,0.968055528998856,1.38654702083228,0.024738374165691,0.791589326627309,0.796062177342569,0.779236809789131,,1.2049793526262
topic7,app5,0.786014715821985,0.852002489527558,0.43692228977561,0.92545540798208,0.969698315560209,0.437727058461334,0.008667201124969,0.80106012453303,0.794583324932358,0.783559930266637,,0.435928390098082
topic7,app8,0.789904753186189,0.850153606562129,0.435457232796924,0.923342205860705,0.972750504199843,0.436528728255674,0.008586182030643,0.781544868849622,0.786227808812858,0.754727830629815,,0.433843435790098
topic8,app14,0.691133497492886,0.722325156398595,0.82974971808033,0.730575014414838,0.373410950382264,0.616919213859645,0.012297464225142,0.684208832024908,0.682753035336997,0.675884569503274,,0.612691009818988
topic8,app6,0.693827486930221,0.723520178413191,0.345880512569251,0.730316912186443,0.916209750100128,0.345966661871818,0.006931084986044,0.683171772017686,0.683252177881167,0.674203243630634,,0.345411432910933
topic9,app2,0.785558065396466,0.356296036174617,1.06740672454355,0.836674140427176,0.967612769626313,1.40741092793347,0.029739151961347,0.788230225890611,0.774108039677276,0.784273975842118,,1.52637331102761
topic9,app7,0.797210521946814,0.916589454201253,0.438541645933585,0.85220336792085,0.9733824572722,0.43558907102035,0.008575395519891,0.790474022898888,0.767260875017951,0.772750724004611,,0.434826279116697
topic9,app8,0.791586668172061,0.913142535385768,0.439078107783724,0.849429543863542,0.970202064146681,0.43493245093893,0.008800541865006,0.791098065252356,0.766607457863915,0.780503850843218,,0.439742537945051
